order id,mobileID,sales channels,rating,customer id,CompoundKey
5155,3528,Online,2.0,65133,5155_3528
5159,7299,Offline,8.0,64399,5159_7299
5166,8212,Offline,5.0,50090,5166_8212
5189,3273,Online,NaN,95448,5189_3273
5204,545,Online,5.0,41426,5204_545
5209,4640,Online,3.0,84962,5209_4640
5220,6794,Offline,5.0,72562,5220_6794
5222,7930,Online,9.0,85489,5222_7930
5240,3510,Online,NaN,4452,5240_3510
5245,3795,Online,10.0,73071,5245_3795
5247,5218,Offline,8.0,51293,5247_5218
5251,3707,Online,7.0,58279,5251_3707
5256,3464,Offline,10.0,57668,5256_3464
5268,5826,Offline,3.0,95245,5268_5826
5300,8498,Offline,5.0,63544,5300_8498
5303,3700,Offline,10.0,16733,5303_3700
5308,3875,Online,4.0,70048,5308_3875
5313,9878,Online,5.0,10300,5313_9878
5333,7001,Online,9.0,74328,5333_7001
5354,1635,Online,3.0,61221,5354_1635
5359,3633,Offline,7.0,50934,5359_3633
5360,6833,Offline,3.0,85362,5360_6833
5379,1610,Offline,5.0,49247,5379_1610
5394,1719,Online,2.0,59350,5394_1719
5395,1252,Online,7.0,10659,5395_1252
5398,3879,Offline,3.0,53338,5398_3879
5399,9967,Offline,7.0,87662,5399_9967
5408,9330,Online,7.0,2769,5408_9330
5425,9971,Offline,3.0,94393,5425_9971
5432,7137,Offline,4.0,36419,5432_7137
5441,9242,Offline,6.0,43893,5441_9242
5442,7019,Online,9.0,55956,5442_7019
5445,2432,Online,2.0,18024,5445_2432
5447,7728,Online,6.0,51840,5447_7728
5451,476,Offline,9.0,59556,5451_476
5461,7835,Online,8.0,27138,5461_7835
5469,7097,Online,4.0,57239,5469_7097
5498,6069,Offline,4.0,61271,5498_6069
5500,448,Offline,7.0,7317,5500_448
5508,7722,Offline,5.0,27882,5508_7722
5519,9779,Offline,3.0,88751,5519_9779
5525,5559,Online,4.0,31390,5525_5559
5533,2477,Offline,2.0,28039,5533_2477
5547,8788,Online,6.0,96427,5547_8788
5551,7892,Offline,10.0,60162,5551_7892
5559,2368,Offline,8.0,66604,5559_2368
5567,4804,Online,2.0,96404,5567_4804
5570,6159,Offline,5.0,57426,5570_6159
5571,1138,Online,9.0,73311,5571_1138
5572,478,Offline,8.0,9411,5572_478
5588,8429,Offline,6.0,5134,5588_8429
5589,7208,Offline,7.0,73422,5589_7208
5594,3091,Online,4.0,96051,5594_3091
5609,7478,Online,2.0,40825,5609_7478
5626,2868,Online,8.0,43368,5626_2868
5630,6636,Online,4.0,68829,5630_6636
5631,2735,Online,7.0,86024,5631_2735
5634,4543,Offline,10.0,52635,5634_4543
5640,4548,Online,NaN,99988,5640_4548
5643,8755,Offline,5.0,26511,5643_8755
5662,3463,Online,10.0,94747,5662_3463
5675,5747,Online,9.0,62159,5675_5747
5678,630,Online,NaN,84373,5678_630
5684,4128,Online,10.0,92441,5684_4128
5712,9140,Offline,9.0,77890,5712_9140
5727,6639,Online,2.0,16794,5727_6639
5733,7418,Offline,2.0,91626,5733_7418
5736,5447,Online,NaN,61233,5736_5447
5738,8034,Offline,4.0,88620,5738_8034
5758,3535,Online,5.0,35615,5758_3535
5765,419,Online,10.0,3907,5765_419
5778,7775,Offline,3.0,68857,5778_7775
5821,2508,Online,NaN,95284,5821_2508
5827,6097,Offline,3.0,14458,5827_6097
5830,5859,Online,6.0,2940,5830_5859
5858,9409,Offline,3.0,82143,5858_9409
5880,7223,Offline,9.0,78117,5880_7223
5884,7077,Online,2.0,78657,5884_7077
5886,7385,Offline,NaN,54039,5886_7385
5887,3064,Online,3.0,93550,5887_3064
5903,1329,Online,8.0,60304,5903_1329
5904,5850,Online,NaN,25959,5904_5850
5914,4801,Online,5.0,12250,5914_4801
5920,1841,Offline,7.0,5332,5920_1841
5937,8698,Offline,10.0,95670,5937_8698
5938,8727,Offline,5.0,50962,5938_8727
5950,8391,Offline,7.0,70675,5950_8391
5958,8486,Online,5.0,17915,5958_8486
5998,6786,Offline,3.0,38409,5998_6786
6002,6453,Offline,5.0,90616,6002_6453
6004,5960,Online,3.0,87122,6004_5960
6012,1586,Offline,7.0,78696,6012_1586
6027,356,Online,2.0,18077,6027_356
6028,2805,Online,6.0,65057,6028_2805
6037,8573,Offline,NaN,20561,6037_8573
6039,370,Online,10.0,19266,6039_370
6051,607,Offline,6.0,82248,6051_607
6059,1607,Online,7.0,50323,6059_1607
6060,3304,Offline,10.0,8320,6060_3304
6064,6011,Online,10.0,28122,6064_6011
6069,5681,Online,NaN,43755,6069_5681
6075,7225,Online,6.0,77556,6075_7225
6079,436,Offline,6.0,64793,6079_436
6091,3033,Online,8.0,69185,6091_3033
6100,9523,Offline,5.0,14034,6100_9523
6124,2154,Offline,3.0,3447,6124_2154
6150,7067,Offline,7.0,97657,6150_7067
6155,7887,Offline,10.0,61852,6155_7887
6159,8086,Online,8.0,95102,6159_8086
6188,498,Offline,9.0,59463,6188_498
6211,7833,Online,2.0,87570,6211_7833
6214,5041,Online,2.0,24895,6214_5041
6217,1758,Online,3.0,93258,6217_1758
6231,3012,Online,10.0,83977,6231_3012
6236,3934,Offline,NaN,43686,6236_3934
6237,7996,Online,5.0,49021,6237_7996
6243,7398,Online,5.0,13740,6243_7398
6244,7856,Offline,NaN,96267,6244_7856
6267,6916,Offline,8.0,47556,6267_6916
6277,5648,Online,10.0,50485,6277_5648
6290,9371,Online,NaN,35400,6290_9371
6293,197,Offline,3.0,35043,6293_197
6295,395,Offline,6.0,38006,6295_395
6298,6925,Online,NaN,77826,6298_6925
6299,2607,Offline,3.0,86092,6299_2607
6302,1750,Online,2.0,56847,6302_1750
6305,9072,Offline,9.0,37767,6305_9072
6307,872,Online,2.0,14188,6307_872
6315,1368,Online,10.0,91681,6315_1368
6324,960,Online,5.0,5282,6324_960
6343,4636,Offline,10.0,18241,6343_4636
6356,8685,Offline,9.0,2590,6356_8685
6367,9416,Online,8.0,89905,6367_9416
6373,9522,Offline,4.0,28446,6373_9522
6376,8989,Offline,10.0,17649,6376_8989
6391,6491,Online,NaN,91471,6391_6491
6406,5064,Online,NaN,11253,6406_5064
6410,4491,Online,NaN,66996,6410_4491
6422,6068,Online,6.0,8077,6422_6068
6436,681,Online,10.0,59583,6436_681
6445,4662,Online,4.0,80517,6445_4662
6449,8205,Offline,6.0,91123,6449_8205
6457,6549,Offline,8.0,93920,6457_6549
6471,3404,Online,3.0,61718,6471_3404
6472,2649,Offline,7.0,71133,6472_2649
6484,6722,Online,6.0,23548,6484_6722
6503,8448,Online,5.0,15518,6503_8448
6514,4398,Offline,2.0,63979,6514_4398
6516,3594,Online,2.0,79341,6516_3594
6519,8590,Offline,5.0,88672,6519_8590
6529,4308,Online,4.0,25744,6529_4308
6534,7076,Online,8.0,49037,6534_7076
6563,6731,Online,5.0,35183,6563_6731
6574,327,Offline,8.0,85822,6574_327
6575,6771,Online,9.0,78339,6575_6771
6578,5574,Offline,4.0,67163,6578_5574
6594,427,Online,7.0,37845,6594_427
6603,5048,Online,8.0,46494,6603_5048
6607,9842,Online,9.0,7469,6607_9842
6622,6739,Offline,8.0,22557,6622_6739
6627,2781,Online,5.0,90815,6627_2781
6628,3791,Offline,6.0,9183,6628_3791
6638,4119,Offline,5.0,33566,6638_4119
6647,7895,Online,8.0,89599,6647_7895
6654,4097,Offline,9.0,92327,6654_4097
6674,9262,Offline,6.0,74382,6674_9262
6677,6344,Online,2.0,85512,6677_6344
6679,8717,Offline,7.0,96303,6679_8717
6681,1107,Offline,7.0,83191,6681_1107
6685,7686,Offline,9.0,93784,6685_7686
6704,1447,Online,9.0,48470,6704_1447
6731,9780,Offline,3.0,50410,6731_9780
6739,1153,Offline,5.0,92695,6739_1153
6742,2616,Online,7.0,22570,6742_2616
6751,901,Offline,8.0,70704,6751_901
6755,3167,Online,NaN,87955,6755_3167
6762,2943,Offline,2.0,50642,6762_2943
6766,7311,Offline,2.0,13297,6766_7311
6775,8703,Offline,2.0,90665,6775_8703
6779,3560,Offline,NaN,85455,6779_3560
6785,9566,Online,6.0,18190,6785_9566
6803,8276,Offline,7.0,7684,6803_8276
6817,2974,Offline,3.0,42113,6817_2974
6828,9411,Offline,10.0,67904,6828_9411
6853,9427,Online,7.0,24356,6853_9427
6856,4283,Offline,8.0,62107,6856_4283
6870,2543,Offline,4.0,9273,6870_2543
6898,7086,Online,4.0,47969,6898_7086
6899,149,Online,3.0,36041,6899_149
6912,1351,Online,3.0,35683,6912_1351
6913,2666,Offline,4.0,75840,6913_2666
6939,5509,Offline,7.0,25469,6939_5509
6999,9219,Offline,NaN,11993,6999_9219
7000,8330,Offline,4.0,54220,7000_8330
7002,8369,Online,8.0,71829,7002_8369
7021,7183,Offline,9.0,31773,7021_7183
7030,7482,Online,NaN,36301,7030_7482
7034,1868,Online,10.0,68411,7034_1868
7049,4272,Online,2.0,23929,7049_4272
7067,1001,Offline,5.0,31896,7067_1001
7069,4484,Offline,4.0,40557,7069_4484
7083,4351,Offline,7.0,64799,7083_4351
7101,7645,Offline,8.0,33812,7101_7645
7103,4458,Offline,NaN,89351,7103_4458
7110,1602,Offline,3.0,63211,7110_1602
7112,2515,Offline,8.0,69182,7112_2515
7115,9809,Offline,6.0,84985,7115_9809
7133,9767,Online,7.0,27633,7133_9767
7151,7839,Online,NaN,31583,7151_7839
7154,4316,Online,6.0,51981,7154_4316
7155,9286,Offline,5.0,25807,7155_9286
7159,6676,Online,2.0,88748,7159_6676
7168,4279,Online,3.0,48521,7168_4279
7170,6827,Online,4.0,42737,7170_6827
7177,4562,Online,6.0,19022,7177_4562
7199,4045,Offline,5.0,7961,7199_4045
7204,843,Offline,7.0,77305,7204_843
7216,564,Offline,7.0,23192,7216_564
7238,3726,Offline,4.0,90777,7238_3726
7253,3737,Offline,6.0,43989,7253_3737
7256,4616,Online,10.0,43213,7256_4616
7261,2586,Online,8.0,30873,7261_2586
7268,8132,Online,2.0,99248,7268_8132
7270,2045,Online,6.0,56492,7270_2045
7287,6796,Online,6.0,6451,7287_6796
7296,1714,Offline,NaN,31295,7296_1714
7297,8572,Offline,7.0,48469,7297_8572
7313,4441,Offline,6.0,41539,7313_4441
7327,1032,Online,9.0,24855,7327_1032
7328,7544,Offline,4.0,11114,7328_7544
7331,5202,Online,10.0,12341,7331_5202
7339,5758,Offline,5.0,18681,7339_5758
7345,2083,Offline,NaN,84035,7345_2083
7364,5274,Online,9.0,2918,7364_5274
7368,5676,Online,2.0,86461,7368_5676
7370,7886,Online,3.0,63522,7370_7886
7373,5770,Online,4.0,29461,7373_5770
7374,5074,Offline,9.0,9115,7374_5074
7379,563,Offline,8.0,75075,7379_563
7380,3386,Offline,8.0,20012,7380_3386
7382,276,Online,7.0,96292,7382_276
7387,5688,Offline,2.0,76978,7387_5688
7409,4593,Offline,6.0,22524,7409_4593
7428,2723,Offline,2.0,30338,7428_2723
7432,9098,Offline,4.0,14420,7432_9098
7445,266,Offline,7.0,53280,7445_266
7456,4492,Online,4.0,49795,7456_4492
7458,2946,Offline,6.0,11657,7458_2946
7472,9472,Online,10.0,82412,7472_9472
7489,1637,Online,4.0,43125,7489_1637
7490,5820,Online,NaN,3815,7490_5820
7491,122,Offline,NaN,70685,7491_122
7503,8800,Offline,7.0,34186,7503_8800
7504,4912,Online,4.0,57468,7504_4912
7505,3156,Offline,9.0,63384,7505_3156
7528,6465,Online,9.0,19643,7528_6465
7530,2102,Offline,NaN,86045,7530_2102
7547,9226,Online,6.0,94667,7547_9226
7554,1392,Offline,NaN,7246,7554_1392
7563,1046,Offline,3.0,6207,7563_1046
7572,4614,Online,2.0,1312,7572_4614
7588,1285,Online,4.0,68545,7588_1285
7602,1076,Online,NaN,61493,7602_1076
7625,5970,Offline,10.0,11274,7625_5970
7631,6700,Online,NaN,52343,7631_6700
7635,7656,Offline,5.0,63780,7635_7656
7636,9721,Offline,9.0,22616,7636_9721
7640,8088,Online,10.0,45492,7640_8088
7657,7461,Offline,2.0,45974,7657_7461
7659,6305,Offline,NaN,74237,7659_6305
7662,2925,Offline,2.0,33337,7662_2925
7675,2848,Offline,8.0,40222,7675_2848
7682,6660,Online,3.0,83874,7682_6660
7685,5014,Online,NaN,62546,7685_5014
7691,2223,Offline,3.0,86090,7691_2223
7699,1702,Online,7.0,80567,7699_1702
7700,134,Online,NaN,35040,7700_134
7722,1840,Online,8.0,27967,7722_1840
7742,5768,Offline,3.0,62708,7742_5768
7746,9757,Online,8.0,68573,7746_9757
7764,8419,Offline,10.0,19051,7764_8419
7790,3776,Online,NaN,62542,7790_3776
7795,7397,Online,5.0,8852,7795_7397
7798,8010,Offline,NaN,72123,7798_8010
7801,8232,Online,4.0,37809,7801_8232
7830,9652,Offline,10.0,91548,7830_9652
7834,9418,Online,6.0,61416,7834_9418
7835,1142,Offline,10.0,18370,7835_1142
7839,572,Online,10.0,23599,7839_572
7842,454,Offline,9.0,56277,7842_454
7848,8829,Online,8.0,40231,7848_8829
7861,5020,Offline,2.0,7052,7861_5020
7865,2591,Online,NaN,2550,7865_2591
7875,534,Offline,3.0,50680,7875_534
7881,9203,Offline,6.0,63649,7881_9203
7885,8459,Online,3.0,57880,7885_8459
7886,7592,Online,10.0,64249,7886_7592
7889,2845,Online,NaN,96720,7889_2845
7901,3107,Offline,3.0,82753,7901_3107
7912,9511,Offline,9.0,81450,7912_9511
7924,6726,Offline,5.0,25739,7924_6726
7928,2951,Online,2.0,48282,7928_2951
7934,4845,Online,8.0,96489,7934_4845
7942,7926,Online,4.0,85109,7942_7926
7947,8791,Online,10.0,94883,7947_8791
7962,7237,Offline,9.0,55442,7962_7237
7965,2485,Offline,NaN,98701,7965_2485
7975,4853,Online,2.0,62315,7975_4853
7979,8712,Online,4.0,97715,7979_8712
7988,7900,Offline,9.0,90918,7988_7900
7999,5108,Offline,NaN,66606,7999_5108
8007,2414,Online,10.0,42784,8007_2414
8014,3696,Offline,9.0,28582,8014_3696
8028,328,Online,2.0,29574,8028_328
8029,3120,Online,NaN,99637,8029_3120
8059,4162,Offline,4.0,56242,8059_4162
8063,3079,Offline,7.0,25322,8063_3079
8070,8140,Offline,2.0,1119,8070_8140
8077,8566,Online,5.0,26209,8077_8566
8080,760,Online,9.0,65560,8080_760
8087,9708,Online,3.0,29927,8087_9708
8090,1871,Offline,NaN,14256,8090_1871
8091,1628,Offline,4.0,44740,8091_1628
8105,5361,Offline,7.0,38603,8105_5361
8108,1816,Offline,5.0,28130,8108_1816
8179,8006,Online,10.0,33839,8179_8006
8190,2401,Online,2.0,38513,8190_2401
8201,6826,Online,3.0,20725,8201_6826
8202,7427,Offline,7.0,45691,8202_7427
8209,4438,Offline,6.0,36091,8209_4438
8220,734,Online,NaN,33715,8220_734
8229,2785,Offline,7.0,53756,8229_2785
8242,2810,Online,9.0,11564,8242_2810
8261,7567,Offline,8.0,71749,8261_7567
8262,5315,Offline,NaN,27620,8262_5315
8270,8378,Online,4.0,10189,8270_8378
8271,2557,Online,2.0,26085,8271_2557
8280,3710,Offline,2.0,40273,8280_3710
8302,1910,Online,2.0,55009,8302_1910
8303,380,Offline,4.0,98135,8303_380
8311,5035,Offline,NaN,53430,8311_5035
8317,8706,Online,4.0,51190,8317_8706
8375,3082,Offline,4.0,24709,8375_3082
8400,9874,Online,4.0,54350,8400_9874
8405,7772,Offline,9.0,44978,8405_7772
8412,9291,Offline,10.0,16399,8412_9291
8413,1175,Online,4.0,64192,8413_1175
8414,371,Online,7.0,64283,8414_371
8416,7585,Offline,9.0,30264,8416_7585
8427,507,Offline,NaN,17527,8427_507
8428,6433,Offline,7.0,23967,8428_6433
8444,6048,Online,9.0,31433,8444_6048
8464,2195,Offline,3.0,60042,8464_2195
8466,7195,Online,10.0,35944,8466_7195
8470,6502,Online,4.0,57361,8470_6502
8474,9990,Offline,2.0,65863,8474_9990
8484,5973,Online,7.0,81353,8484_5973
8487,9690,Offline,NaN,9000,8487_9690
8509,6145,Offline,5.0,84956,8509_6145
8512,5807,Offline,8.0,58745,8512_5807
8529,2582,Online,3.0,38724,8529_2582
8531,1058,Offline,3.0,53760,8531_1058
8549,4195,Online,9.0,84409,8549_4195
8551,1349,Online,10.0,36102,8551_1349
8553,8377,Offline,9.0,60285,8553_8377
8593,9385,Offline,NaN,36560,8593_9385
8594,2981,Online,3.0,8594,8594_2981
8596,8514,Online,9.0,91939,8596_8514
8603,3843,Online,7.0,59896,8603_3843
8621,2199,Online,10.0,98967,8621_2199
8625,9419,Online,2.0,27718,8625_9419
8627,2792,Online,7.0,92099,8627_2792
8630,2699,Offline,NaN,3836,8630_2699
8634,9207,Online,9.0,38524,8634_9207
8644,1236,Online,6.0,72201,8644_1236
8690,2096,Offline,7.0,94887,8690_2096
8694,4019,Online,9.0,58250,8694_4019
8712,7082,Online,NaN,60964,8712_7082
8717,3220,Offline,NaN,92568,8717_3220
8720,6398,Offline,4.0,96867,8720_6398
8731,6397,Online,7.0,65956,8731_6397
8749,5468,Offline,4.0,36267,8749_5468
8752,5908,Online,8.0,67894,8752_5908
8755,3069,Online,NaN,32419,8755_3069
8785,8304,Offline,6.0,50973,8785_8304
8797,9215,Online,9.0,20869,8797_9215
8804,4035,Offline,6.0,30254,8804_4035
8805,6852,Offline,2.0,25204,8805_6852
8817,5611,Online,7.0,23733,8817_5611
8823,2818,Offline,NaN,96548,8823_2818
8836,3981,Online,8.0,81530,8836_3981
8845,1807,Offline,NaN,49623,8845_1807
8849,2423,Online,7.0,20058,8849_2423
8854,8469,Offline,NaN,54542,8854_8469
8860,9179,Online,2.0,90802,8860_9179
8870,6183,Online,8.0,27778,8870_6183
8878,961,Offline,4.0,69646,8878_961
8900,445,Offline,10.0,46230,8900_445
8917,5086,Offline,2.0,43933,8917_5086
8922,5835,Online,NaN,10015,8922_5835
8940,8996,Offline,3.0,12405,8940_8996
8969,3948,Online,NaN,57733,8969_3948
8971,2691,Offline,3.0,65417,8971_2691
8986,5759,Offline,NaN,23611,8986_5759
8999,9421,Offline,NaN,20204,8999_9421
9006,6820,Offline,2.0,62463,9006_6820
9055,6394,Offline,3.0,48150,9055_6394
9058,2804,Online,6.0,39887,9058_2804
9068,6655,Offline,10.0,68878,9068_6655
9101,7431,Offline,7.0,79853,9101_7431
9104,8906,Online,7.0,37613,9104_8906
9114,2322,Offline,NaN,61770,9114_2322
9166,3542,Online,2.0,61294,9166_3542
9179,8753,Online,6.0,11878,9179_8753
9190,2496,Online,7.0,63652,9190_2496
9207,3013,Offline,10.0,91960,9207_3013
9216,3947,Offline,4.0,54827,9216_3947
9217,5787,Online,NaN,88301,9217_5787
9218,6030,Online,5.0,83589,9218_6030
9226,765,Offline,2.0,88482,9226_765
9237,4755,Online,6.0,99359,9237_4755
9247,6379,Online,3.0,12324,9247_6379
9256,1144,Online,10.0,99487,9256_1144
9262,679,Online,4.0,66347,9262_679
9273,5668,Online,5.0,60359,9273_5668
9277,7960,Online,8.0,36069,9277_7960
9279,5131,Offline,9.0,58035,9279_5131
9286,210,Online,9.0,30346,9286_210
9290,5733,Offline,NaN,1178,9290_5733
9300,9178,Offline,9.0,12778,9300_9178
9311,5328,Offline,5.0,13422,9311_5328
9315,7318,Online,NaN,86062,9315_7318
9319,7440,Offline,3.0,32234,9319_7440
9325,1690,Online,NaN,40402,9325_1690
9352,6564,Online,NaN,77607,9352_6564
9359,3507,Offline,3.0,60163,9359_3507
9362,9909,Online,3.0,61801,9362_9909
9364,6251,Offline,7.0,90349,9364_6251
9369,4326,Online,2.0,86242,9369_4326
9384,6868,Offline,7.0,44701,9384_6868
9407,8652,Offline,NaN,5713,9407_8652
9425,9257,Online,6.0,65107,9425_9257
9444,862,Offline,NaN,63750,9444_862
9454,5657,Online,3.0,92034,9454_5657
9456,6456,Online,8.0,52143,9456_6456
9464,3601,Offline,8.0,44827,9464_3601
9487,6737,Offline,7.0,52641,9487_6737
9494,2328,Online,6.0,56171,9494_2328
9503,8826,Offline,5.0,82827,9503_8826
9507,1899,Online,NaN,98988,9507_1899
9509,2241,Online,4.0,38043,9509_2241
9511,870,Online,4.0,88847,9511_870
9522,5019,Offline,4.0,52531,9522_5019
9523,8551,Online,7.0,18645,9523_8551
9537,9025,Offline,6.0,5344,9537_9025
9560,375,Online,10.0,76300,9560_375
9564,5983,Online,3.0,96975,9564_5983
9576,2578,Online,7.0,81980,9576_2578
9580,3661,Online,NaN,714,9580_3661
9633,4428,Offline,3.0,12782,9633_4428
9646,2931,Offline,10.0,81305,9646_2931
9653,3363,Online,10.0,46657,9653_3363
9656,1250,Online,5.0,92603,9656_1250
9660,1480,Online,8.0,51154,9660_1480
9664,6949,Online,NaN,28923,9664_6949
9677,2015,Online,8.0,63056,9677_2015
9689,2149,Online,4.0,70169,9689_2149
9710,6717,Offline,8.0,19762,9710_6717
9718,2915,Online,2.0,2554,9718_2915
9723,5558,Offline,9.0,16384,9723_5558
9732,1251,Online,NaN,5643,9732_1251
9737,4299,Offline,8.0,83248,9737_4299
9738,3231,Online,7.0,7879,9738_3231
9747,8476,Online,2.0,27990,9747_8476
9765,5958,Offline,3.0,37456,9765_5958
9767,583,Online,5.0,75094,9767_583
9788,300,Offline,4.0,48735,9788_300
9802,2064,Online,8.0,63611,9802_2064
9837,4719,Offline,2.0,44315,9837_4719
9857,6328,Offline,5.0,58728,9857_6328
9884,6506,Offline,8.0,69777,9884_6506
9899,5017,Offline,2.0,41845,9899_5017
9901,298,Online,3.0,85516,9901_298
9903,2758,Offline,8.0,92420,9903_2758
9913,581,Online,6.0,71193,9913_581
9923,7416,Online,9.0,3765,9923_7416
9924,5893,Online,NaN,89708,9924_5893
9929,8147,Offline,NaN,62564,9929_8147
9931,4118,Online,NaN,90982,9931_4118
9944,7213,Online,2.0,85477,9944_7213
9948,8801,Online,6.0,11635,9948_8801
9952,4386,Online,NaN,4848,9952_4386
9953,2888,Online,9.0,23970,9953_2888
9965,665,Online,3.0,24805,9965_665
9967,101,Online,6.0,68765,9967_101
9971,6513,Offline,10.0,49824,9971_6513
9972,4983,Offline,4.0,16036,9972_4983
9985,2478,Online,6.0,97500,9985_2478
9993,2178,Offline,10.0,5894,9993_2178
